user_no,country,aov,avg_markdown
4197117198612452769,sweden,5252.0,-0.28
8079370486767390069,sweden,1428.4,-0.36727273
-1933709644336095173,sweden,597.5999999999999,-0.52
2253705266931526569,sweden,197.6,-0.43333333
-4118602420319911743,sweden,335.2,-0.41
595944668938899205,sweden,397.6,-0.28
8355504468119258481,sweden,693.12,-0.13357143
-8769159526846523456,sweden,167.2,-0.74
-5532563879214633542,sweden,159.2,0.0
122711452382390174,sweden,239.2,-0.5
-4377614220706167374,sweden,1481.6,-0.258
-4892408627228453051,sweden,624.0,-0.14833333
64133300599516700,sweden,1141.6,-0.23
4291649931179938448,sweden,1110.4,-0.2075
-789003551770675758,sweden,678.4000000000001,-0.25
-5080125387489111962,sweden,5596.8,-0.27
2072718666110498407,sweden,160.0,-0.55
3628103572828990296,sweden,458.13333333333327,-0.2275
5470198126656057474,sweden,479.2,-0.08
-5962194001418820061,sweden,459.2000000000001,-0.04
6715558167965808302,sweden,279.2,-0.44
-1790605920920041617,sweden,181.6,-0.59333333
7513723433386678478,sweden,614.4000000000001,-0.415
889081862162224988,sweden,3236.0,-0.28
-2789497991509910915,sweden,521.8666666666667,-0.48666667
-2458640533266520160,sweden,333.2,-0.22090909
4568758626027594364,sweden,355.2,-0.335
5613784824721806617,sweden,558.0,-0.312
-5525161334416036926,sweden,431.2,-0.52
-4334384176956483443,sweden,159.2,-0.06
7880209518712090202,sweden,1210.6666666666667,-0.51625
-6336672317628977130,sweden,239.2,0.0
-2004280851360688707,sweden,798.8000000000001,-0.2
-1330316811516609662,sweden,796.0,-0.21166667
2634506081762824545,sweden,455.84,-0.27090909
-5732708955619547213,sweden,260.5333333333333,-0.22333333
-838146681481495343,sweden,764.8,-0.375
-3000434647072808810,sweden,680.0,-0.515
4966828952512653473,sweden,399.2,-0.5
-346672769971679181,sweden,319.2,-0.54
7119071645906115055,sweden,1550.4,-0.125
6164395185597165618,sweden,918.4,-0.195
-7373915969509430035,sweden,239.2,-0.2
-657849590101556730,sweden,495.2000000000001,-0.005
-552801310795061971,sweden,478.4,-0.2
1247336058492902298,sweden,676.8000000000001,-0.525
-7546850754964692562,sweden,798.4,-0.47
-1733661493710578478,sweden,446.4,-0.44
1964686952007012290,sweden,2911.2,-0.32
7563458633660826295,sweden,795.6,-0.59333333
-4642126789160375805,sweden,727.2,-0.44
-2590981605102471064,sweden,712.4,-0.35
3293152494422638004,sweden,399.2,0.0
-3971757296381920824,sweden,502.9333333333333,-0.39333333
1428324935933463836,sweden,1050.0,-0.29666667
-8477064393531431305,sweden,1487.2,-0.55
-1357945694292776617,sweden,883.1999999999999,-0.52
-7229565563602931298,sweden,159.2,-0.3
3192016367374022894,sweden,520.0,-0.39
-1775369531825119056,sweden,311.2,-0.7
-2427837199788085025,sweden,279.2,-0.2
-6342279700103916714,sweden,319.2,-0.09
-314349758625744063,sweden,526.4,-0.48333333
5414744960859856651,sweden,1058.8,-0.4775
-1868290135272425636,sweden,342.4,-0.31
140402659192198660,sweden,383.2,-0.52
7080067747055473952,sweden,259.26,-0.055
-6316022349562430371,sweden,238.4,-0.52
-444168229934097481,sweden,426.0,-0.438
-4573811891800597105,sweden,980.8,-0.5
4344318780662674850,sweden,359.2,-0.1
-8965855420935560687,sweden,359.2,-0.6
-7456429687790323014,sweden,973.3,-0.28771429
-8846253012357966711,sweden,534.6666666666666,-0.22785714
992058163605659938,sweden,335.2,-0.44
-3238724132139576986,sweden,661.3333333333334,-0.36714286
1068338993796294240,sweden,356.0,-0.22
3412907912534655422,sweden,1843.2,-0.355
-6500606297861517904,sweden,307.2,-0.44
-5096888563446418277,sweden,927.6,-0.25125
5080657520669314787,sweden,191.2,-0.65
-4642298281002533128,sweden,488.6857142857143,-0.46
3418077005658588524,sweden,886.0,-0.04
4230787156259940966,sweden,1756.8,-0.15
-6870621270073233906,sweden,160.0,-0.48
457199355808519158,sweden,638.4,-0.1
-4169580956872389245,sweden,510.4,-0.26
2702807983308983383,sweden,239.2,-0.2
1239591916841212533,sweden,801.6,-0.1
-7369805584511013891,sweden,1019.2,-0.4
6895275607683839239,sweden,911.2,-0.52
-4076904239227026997,sweden,752.8,-0.2925
8121950645787730613,sweden,362.4,-0.28
2419840919032794284,sweden,359.2,-0.28
-4402405121316418748,sweden,882.8,0.0
-3179553960723625474,sweden,199.2,-0.64
5799703873550347714,sweden,263.2,-0.4
-7594075793021809732,sweden,206.4,-0.2
-1703828290538086850,sweden,255.2,-0.27666667
-2873276585660562941,sweden,1276.0,-0.49
8503328935982036125,sweden,482.0,-0.16
6670358156277104011,sweden,436.0,-0.32
2840668767822151619,sweden,239.2,-0.2
1029954330518523405,sweden,199.2,-0.33
6020557730906233164,sweden,466.8,-0.25
-7714479377981001359,sweden,365.0285714285714,-0.55538462
2769490441296704600,sweden,239.2,-0.2
-3157911263361614037,sweden,446.4,-0.44
-262688059526048006,sweden,199.2,-0.64
-4464777474545553265,sweden,412.8,-0.36
4349167371204058916,sweden,174.79999999999998,-0.31
-6293775371359265973,sweden,654.65,-0.29952381
5162611144237552294,sweden,412.8,-0.38166667
-7929001405118552167,sweden,1350.4,-0.48
-2608554086226514419,sweden,279.2,-0.44
-5455289993223560453,sweden,401.06666666666666,-0.44571429
-4808759393100505986,sweden,402.4,-0.5
-2153184983512525759,sweden,3016.0,-0.57
3849329071008268859,sweden,559.2,-0.2
5140261474348786312,sweden,510.6666666666667,-0.262
2215564165773669802,sweden,1058.4,-0.45428571
6409123298531663722,sweden,318.4,-0.28
1760010757729504069,sweden,718.4,-0.25
7574216132647601920,sweden,544.2666666666667,-0.304
381070047339983171,sweden,431.2,-0.42
-6100103135649956388,sweden,167.2,-0.44
6689812747335159959,sweden,488.0,-0.42
-7027819855090080533,sweden,625.8666666666667,-0.43923077
6950899654802955181,sweden,1211.2,-0.28
6519609189866379342,sweden,506.9333333333333,-0.24538462
-1677535950953004107,sweden,749.5999999999999,-0.17666667
-5857540806528955449,sweden,653.5999999999999,-0.444
-5609511580774532062,sweden,342.4,-0.105
4800268924548311667,sweden,199.2,-0.43
-3588870497763800832,sweden,391.2,-0.44
-8888304260292479443,sweden,1037.2,-0.2
4600954311279017702,sweden,408.8,-0.33
-3697222224117450211,sweden,793.0666666666666,-0.295
-6985499610302324664,sweden,437.6,-0.51333333
7859750339642219746,sweden,282.4,-0.32
818087106921258577,sweden,959.2,-0.26
-8557440617787473275,sweden,742.4000000000001,-0.36666667
263782783937249901,sweden,491.2,-0.295
3884123303531175995,sweden,798.4,-0.2
-6002136461909903561,sweden,238.4,-0.49
4630702770950248653,sweden,2944.0,-0.29
-2856886770785969675,sweden,674.4,-0.35
4855598811825685080,sweden,796.0,-0.53
6790688233588499678,sweden,621.5999999999999,-0.2
6663732365710372143,sweden,1105.8666666666668,-0.13333333
-8922600296567920929,sweden,238.8,-0.422
-2056400395122196009,sweden,559.2,-0.2
2797308638833919394,sweden,402.4,-0.1325
-3494098403857065289,sweden,269.6,-0.14666667
-5016384421768800345,sweden,367.68,-0.46
-5856986691777384545,sweden,236.0,-0.11
9043859864686860348,sweden,239.2,-0.76
8114137030561155084,sweden,852.0,-0.348
7552486523897431063,sweden,382.4,-0.4
-8436783312013978395,sweden,246.4,-0.59
6634744746407847259,sweden,370.8,-0.405
-5374561470604059987,sweden,1454.4,-0.32
932430898924615284,sweden,338.79999999999995,-0.24333333
-1422709899110698175,sweden,430.4,-0.63333333
-6407224044805596441,sweden,199.2,-0.6
-1055683194941384136,sweden,539.1999999999999,-0.354
-8225519297502085220,sweden,270.4,-0.62
8184181081566096398,sweden,447.6,-0.46571429
7902554514121177608,sweden,663.7333333333333,-0.24428571
-1423158505578149531,sweden,239.2,-0.68
-817582731699475736,sweden,313.2,-0.58
-2941323702724344964,sweden,1641.6,-0.2675
-6003786257522213978,sweden,219.2,-0.48
5575966234807104609,sweden,475.2000000000001,-0.445
6646367304114694276,sweden,863.2,-0.28
-1633237843308880068,sweden,199.2,0.0
-6073757121087386825,sweden,16403.2,-0.21807692
4911722368113953134,sweden,229.6,-0.71
-3331346848321413984,sweden,3299.2,-0.34
-3586514040956441259,sweden,660.64,-0.28923077
-4304945560864791014,sweden,1063.5428571428572,-0.196875
7252489483029324587,sweden,809.8,-0.3525
1092465732241529661,sweden,478.9333333333333,-0.424
-4444698789693521740,sweden,559.2,-0.2
6252993139451501909,sweden,617.0285714285714,-0.23181818
8781391686284274646,sweden,447.2,-0.44
-8188101567224123129,sweden,396.4,-0.394
2061588758372469213,sweden,558.4,-0.2
-5660969734682224864,sweden,238.4,-0.4
-5444466070489830621,sweden,411.2,-0.30714286
-1181640827103560949,sweden,1282.8,-0.28571429
-6920135329191321741,sweden,1010.4,-0.456
-2212743619370926634,sweden,368.0,-0.33
-8866241054297993000,sweden,500.8,0.0
5482617797044428486,sweden,827.1999999999999,-0.38666667
5390449186800702099,sweden,860.8,-0.36
6526128850984692543,sweden,399.2,-0.32
-9213564686194831477,sweden,779.2,-0.42666667
4305883369068231542,sweden,157.60000000000002,-0.73666667
25417637387104353,sweden,166.4,-0.28
7867114606786919993,sweden,629.2,-0.214
-4734625063997475544,sweden,1538.4,-0.14
-5237052436039718570,sweden,279.2,-0.44
7530185475629766192,sweden,210.8,-0.58
-3043195501578047828,sweden,184.0,-0.365
3632715738749665466,sweden,660.8,-0.432
5166472424737864966,sweden,323.2,-0.2
5348692255425324962,sweden,424.8,-0.232
4460631229545200783,sweden,167.2,-0.7
7103673997453169994,sweden,1025.2,-0.27625
2097402195836386859,sweden,1596.0,-0.2
8981013452806317680,sweden,302.79999999999995,-0.48333333
1841119320127556548,sweden,726.9333333333334,-0.32181818
-8325234946386122582,sweden,319.2,-0.33
-3558187671818106926,sweden,359.2,-0.4
-4900944892555871413,sweden,519.2,-0.2
6109764312664997054,sweden,476.4,-0.43
6085440927776578741,sweden,159.2,0.0
7518361324286867316,sweden,300.0,-0.258
-6339535278071251458,sweden,845.5999999999999,-0.34333333
-5149834267105091413,sweden,174.4,-0.665
4404676867644370276,sweden,2081.2,-0.59433333
7536000531230376172,sweden,239.2,-0.2
-5864346392547827725,sweden,705.0666666666666,-0.1625
7145150588939343232,sweden,269.6,-0.49333333
9206569668331630824,sweden,276.79999999999995,-0.555
-2333964613413244508,sweden,518.8,-0.1775
2674960538709995807,sweden,642.8,-0.43333333
406581624438086058,sweden,1092.8000000000002,-0.39
7418776173346478772,sweden,1790.4,-0.28
-2421233581205975850,sweden,554.4,-0.33
-4080315228952533417,sweden,391.2,-0.44
-6997212853825497474,sweden,398.4,-0.56
-6283137040729581986,sweden,579.2,-0.345
-7859058570796542987,sweden,265.6,-0.62666667
-8112201387067086613,sweden,414.8,-0.22333333
1583077227542970879,sweden,159.2,-0.36
-5101748347553262036,sweden,1451.3333333333333,-0.36294118
344429806376262768,sweden,810.0,-0.58666667
-4313177794835889480,sweden,461.5,-0.35833333
-8145749423932051853,sweden,895.2,-0.3
-2175878170047102936,sweden,639.2,-0.2
-5596269659620697203,sweden,2516.0,-0.28
329190659669522891,sweden,335.2,-0.44
3682941300612289853,sweden,159.2,-0.2
8356504784808374215,sweden,634.4,-0.46125
4113236972408128624,sweden,590.4,-0.46
-7634255724154785661,sweden,447.73333333333335,-0.36157895
6918298468720217955,sweden,1313.6,-0.25333333
3434767093290033498,sweden,286.4,-0.52
8913226146919411873,sweden,1572.8,-0.23
7468395139749770607,sweden,674.0,-0.20833333
-7017276664423869508,sweden,1404.0,-0.344
3900277416521817020,sweden,446.4,-0.44
-1961118152143336611,sweden,581.3333333333334,-0.37736842
4416721156040088102,sweden,527.2,-0.445
-7072445130687371214,sweden,358.4,-0.2
131181094665426663,sweden,649.4399999999999,-0.19444444
-7050499334901163622,sweden,1681.6,-0.335
1714723264765231136,sweden,295.2,-0.305
-8000532614280444190,sweden,642.1600000000001,-0.37304348
1004928616589210683,sweden,764.8,-0.2175
7169713488756119267,sweden,1141.6,-0.13333333
-3922285015231702329,sweden,294.79999999999995,-0.38666667
1747328595022078503,sweden,635.8399999999999,-0.4325
7283165983998041882,sweden,447.2,-0.44
3210800098447565404,sweden,1134.5333333333333,-0.27083333
7430794888680098743,sweden,287.2,-0.39
2221978998930835963,sweden,759.2,-0.05
-6805489532109920195,sweden,1248.0,-0.38
8694282267036647433,sweden,478.6666666666667,-0.23571429
-4083634380989526712,sweden,470.8,-0.3675
-4386822120395343278,sweden,1574.4,-0.52
5935507601670918136,sweden,651.2,-0.22
-2110963061245508679,sweden,725.5999999999999,-0.255
-2009760646722399712,sweden,540.8,-0.52
-4527983217240262249,sweden,293.6,-0.31333333
-6139338359173811792,sweden,745.2,-0.39666667
-3053704018936819547,sweden,444.8,-0.305
179285742914137520,sweden,404.26666666666665,-0.32222222
2742343555212421358,sweden,1394.4,-0.26
-3329163847832992756,sweden,717.5999999999999,-0.6
1380685521269404327,sweden,223.2,-0.44
1325160114139660206,sweden,869.5999999999999,-0.54333333
-5546945913655236057,sweden,419.0,-0.4
-941017682381344377,sweden,383.2,-0.2
-1555010235238209711,sweden,159.2,-0.54
-6876189633277636915,sweden,788.1777777777777,-0.28192308
-1961080225805791987,sweden,1562.8000000000002,-0.302
8735483350569387780,sweden,399.2,-0.2
755041465122426167,sweden,1535.2,-0.68
6163243353040030222,sweden,824.0,-0.31714286
-5602055941482130847,sweden,181.6,-0.27666667
4811634183753307245,sweden,909.6,-0.17333333
8039710226093113473,sweden,690.1333333333333,-0.4725
5146615291659649911,sweden,527.2,-0.52
-2424168759539492487,sweden,206.4,-0.415
1186431959705311652,sweden,199.2,0.0
7751439045179849412,sweden,363.2,-0.3
4731964922759841220,sweden,431.2,-0.52
308076964957781522,sweden,239.2,-0.17
-5730242899195958212,sweden,716.8,-0.165
2044315029132964083,sweden,368.0,-0.51
3694716672047854814,sweden,959.2,-0.2
1503068579858989278,sweden,358.4,-0.2
8514806951745202847,sweden,3904.8,-0.10333333
-6982120749561754717,sweden,520.6769230769231,-0.25434783
-7722587126474442299,sweden,665.9428571428572,-0.33409091
-5335118924817751832,sweden,1265.6,-0.25
4018597763268543378,sweden,838.0,-0.124
-7076342027676865234,sweden,279.2,-0.44
-5410153988884804810,sweden,173.60000000000002,-0.53333333
4701879865289714512,sweden,359.2,-0.6
8216250752664890350,sweden,462.4,-0.2
4148784557897271572,sweden,950.0,-0.54333333
-4925918468476920240,sweden,641.1999999999999,-0.48857143
3023443351838446607,sweden,268.4,-0.538
-3043223256948096663,sweden,287.2,-0.5
5148319168652033977,sweden,237.2,-0.32
-7666154766440513294,sweden,159.2,-0.2
7449178323928193552,sweden,943.2,-0.41
-3433119525562601778,sweden,639.2,-0.49
795449450360281896,sweden,647.2,-0.635
8601880710216916824,sweden,1952.8,-0.26083333
-1490330203723347991,sweden,479.2,-0.2
-1164192218561915031,sweden,471.7333333333333,-0.24666667
-6221016257538824459,sweden,558.4,-0.37
-5336186765201085639,sweden,637.76,-0.4725
-1154802837512379883,sweden,643.2,-0.41
2561824994855899012,sweden,775.4666666666667,-0.18368421
-3648380041322244632,sweden,559.2,0.0
7810660945508878872,sweden,559.2,-0.03
5787936260330860596,sweden,712.72,-0.21
-3387559312780903510,sweden,314.4,-0.39090909
5329510899770566987,sweden,424.6,-0.29
-2348750057242868033,sweden,143.2,-0.64
-2043796334878392770,sweden,3473.333333333334,-0.268
1863828167540360392,sweden,527.2,-0.52
2914684861427311924,sweden,644.2666666666668,-0.2075
-104368318115071221,sweden,490.2,-0.209
7647947050162572228,sweden,199.2,-0.6
-5759498556205045019,sweden,940.8,-0.22333333
-1170399993085794173,sweden,3567.7333333333336,-0.2
535616642563531444,sweden,599.2,-0.6
-6188617733015592386,sweden,900.7,-0.40038462
-7602217094825417886,sweden,853.0666666666666,-0.18222222
8624337580059232667,sweden,352.0,-0.32
8572188988723077255,sweden,763.4666666666667,-0.28857143
-9163620434884472025,sweden,420.5333333333333,-0.43
7111385052480883568,sweden,1505.2,-0.51666667
1500133655286691707,sweden,299.52,-0.35222222
-6533473546815987832,sweden,251.33333333333331,-0.504
4079715670238051701,sweden,770.0,-0.392
-5562098634430665066,sweden,868.0,-0.562
-5494675213311204961,sweden,239.2,-0.44
-2612982396584726990,sweden,178.4,-0.76
727116664509451734,sweden,968.2666666666668,-0.46555556
-5222370667982110139,sweden,199.2,-0.64
2318299522807252439,sweden,799.2,-0.56
-7700742849809492804,sweden,222.4,-0.065
1341223039006675454,sweden,1397.6,-0.1975
2221465870773299173,sweden,338.0,-0.42
-838942138179008190,sweden,279.2,-0.53
920016760105716890,sweden,579.5428571428572,-0.32545455
5769592337992620136,sweden,511.2,-0.4
-1952373846900049065,sweden,502.4,-0.28
-8547857382441945546,sweden,843.2,-0.11
5957115430330727139,sweden,502.4,-0.64
-7253096077632178081,sweden,178.8,-0.43
-7964451926876668416,sweden,335.2,-0.52
-6626376652314653189,sweden,359.2,-0.265
6313643790796604773,sweden,942.4,-0.40666667
-1907742228334967326,sweden,1236.0,-0.29333333
8132816812543555913,sweden,182.4,-0.28333333
-1095099966543046410,sweden,819.0400000000001,-0.4375
9077953891581699100,sweden,239.2,-0.56
-5765006627708227997,sweden,399.2,-0.33
2694909519453504163,sweden,1952.8,-0.06111111
-2270750976268342616,sweden,222.4,-0.2
-8337625481933964378,sweden,262.79999999999995,-0.19
-2835661228324186016,sweden,644.8,-0.32
7010701450629445363,sweden,511.2,-0.45272727
-6925890556870385487,sweden,681.5999999999999,-0.22
6200232863107713289,sweden,195.2,-0.44
-6862900291590304,sweden,263.2,-0.43333333
-7173709491471334518,sweden,391.2,-0.4
-1600248409997278907,sweden,302.4,-0.13
-308553694251051608,sweden,773.5999999999999,-0.36666667
2502067014036643675,sweden,734.8,-0.38666667
-6890949286497753728,sweden,223.2,-0.44
8265524313550613563,sweden,479.2,-0.52
-1123221745261064786,sweden,703.0,-0.209375
-1655549389689863146,sweden,842.0,-0.39166667
6157272143053235181,sweden,588.4,-0.518
-34355535335190553,sweden,302.4,-0.175
-1993397760704740980,sweden,730.0,-0.38
-485865662956023559,sweden,391.2,-0.44
-7038059370229636496,sweden,383.2,-0.36
-4695334745465954139,sweden,4264.400000000001,-0.01888889
-9084296722667545660,sweden,428.0,-0.7475
4000653454251428775,sweden,159.2,0.0
6444061939573343676,sweden,263.2,-0.52
8987802772994462879,sweden,319.2,-0.6
5286652386508117556,sweden,346.79999999999995,-0.26
-102701579610513042,sweden,177.60000000000002,-0.76333333
7311163783862774663,sweden,899.2,-0.44
-6333910379983613621,sweden,391.2,-0.44
8054305824678212071,sweden,351.6,-0.285
-6039083110857280014,sweden,485.2,-0.268
